Sequence,RES_OCC_SCH,RES_LIGHT_SCH,RES_EQP_SCH
6073,1,0.067,0.45
6074,1,0.067,0.41
6075,1,0.067,0.39
6076,1,0.067,0.38
6077,1,0.187,0.38
6078,1,0.394,0.43
6079,1,0.44,0.54
6080,0.85,0.393,0.65
6081,0.39,0.172,0.66
6082,0.25,0.119,0.67
6083,0.25,0.119,0.69
6084,0.25,0.119,0.7
6085,0.25,0.119,0.69
6086,0.25,0.119,0.66
6087,0.25,0.119,0.65
6088,0.25,0.206,0.68
6089,0.3,0.439,0.8
6090,0.52,0.616,1
6091,0.87,0.829,1
6092,0.87,0.986,0.93
6093,0.87,1,0.89
6094,1,0.692,0.85
6095,1,0.384,0.71
6096,1,0.16,0.58
6097,1,0.067,0.45
6098,1,0.067,0.41
6099,1,0.067,0.39
6100,1,0.067,0.38
6101,1,0.187,0.38
6102,1,0.394,0.43
6103,1,0.44,0.54
6104,0.85,0.393,0.65
6105,0.39,0.172,0.66
6106,0.25,0.119,0.67
6107,0.25,0.119,0.69
6108,0.25,0.119,0.7
6109,0.25,0.119,0.69
6110,0.25,0.119,0.66
6111,0.25,0.119,0.65
6112,0.25,0.206,0.68
6113,0.3,0.439,0.8
6114,0.52,0.616,1
6115,0.87,0.829,1
6116,0.87,0.986,0.93
6117,0.87,1,0.89
6118,1,0.692,0.85
6119,1,0.384,0.71
6120,1,0.16,0.58
6121,1,0.067,0.45
6122,1,0.067,0.41
6123,1,0.067,0.39
6124,1,0.067,0.38
6125,1,0.187,0.38
6126,1,0.394,0.43
6127,1,0.44,0.54
6128,0.85,0.393,0.65
6129,0.39,0.172,0.66
6130,0.25,0.119,0.67
6131,0.25,0.119,0.69
6132,0.25,0.119,0.7
6133,0.25,0.119,0.69
6134,0.25,0.119,0.66
6135,0.25,0.119,0.65
6136,0.25,0.206,0.68
6137,0.3,0.439,0.8
6138,0.52,0.616,1
6139,0.87,0.829,1
6140,0.87,0.986,0.93
6141,0.87,1,0.89
6142,1,0.692,0.85
6143,1,0.384,0.71
6144,1,0.16,0.58
6145,1,0.067,0.45
6146,1,0.067,0.41
6147,1,0.067,0.39
6148,1,0.067,0.38
6149,1,0.187,0.38
6150,1,0.394,0.43
6151,1,0.44,0.54
6152,0.85,0.393,0.65
6153,0.39,0.172,0.66
6154,0.25,0.119,0.67
6155,0.25,0.119,0.69
6156,0.25,0.119,0.7
6157,0.25,0.119,0.69
6158,0.25,0.119,0.66
6159,0.25,0.119,0.65
6160,0.25,0.206,0.68
6161,0.3,0.439,0.8
6162,0.52,0.616,1
6163,0.87,0.829,1
6164,0.87,0.986,0.93
6165,0.87,1,0.89
6166,1,0.692,0.85
6167,1,0.384,0.71
6168,1,0.16,0.58
6169,1,0.067,0.45
6170,1,0.067,0.41
6171,1,0.067,0.39
6172,1,0.067,0.38
6173,1,0.187,0.38
6174,1,0.394,0.43
6175,1,0.44,0.54
6176,0.85,0.393,0.65
6177,0.39,0.172,0.66
6178,0.25,0.119,0.67
6179,0.25,0.119,0.69
6180,0.25,0.119,0.7
6181,0.25,0.119,0.69
6182,0.25,0.119,0.66
6183,0.25,0.119,0.65
6184,0.25,0.206,0.68
6185,0.3,0.439,0.8
6186,0.52,0.616,1
6187,0.87,0.829,1
6188,0.87,0.986,0.93
6189,0.87,1,0.89
6190,1,0.692,0.85
6191,1,0.384,0.71
6192,1,0.16,0.58
6193,1,0.067,0.45
6194,1,0.067,0.41
6195,1,0.067,0.39
6196,1,0.067,0.38
6197,1,0.187,0.38
6198,1,0.394,0.43
6199,1,0.44,0.54
6200,0.85,0.393,0.65
6201,0.39,0.172,0.66
6202,0.25,0.119,0.67
6203,0.25,0.119,0.69
6204,0.25,0.119,0.7
6205,0.25,0.119,0.69
6206,0.25,0.119,0.66
6207,0.25,0.119,0.65
6208,0.25,0.206,0.68
6209,0.3,0.439,0.8
6210,0.52,0.616,1
6211,0.87,0.829,1
6212,0.87,0.986,0.93
6213,0.87,1,0.89
6214,1,0.692,0.85
6215,1,0.384,0.71
6216,1,0.16,0.58
6217,1,0.067,0.45
6218,1,0.067,0.41
6219,1,0.067,0.39
6220,1,0.067,0.38
6221,1,0.187,0.38
6222,1,0.394,0.43
6223,1,0.44,0.54
6224,0.85,0.393,0.65
6225,0.39,0.172,0.66
6226,0.25,0.119,0.67
6227,0.25,0.119,0.69
6228,0.25,0.119,0.7
6229,0.25,0.119,0.69
6230,0.25,0.119,0.66
6231,0.25,0.119,0.65
6232,0.25,0.206,0.68
6233,0.3,0.439,0.8
6234,0.52,0.616,1
6235,0.87,0.829,1
6236,0.87,0.986,0.93
6237,0.87,1,0.89
6238,1,0.692,0.85
6239,1,0.384,0.71
6240,1,0.16,0.58
6241,1,0.067,0.45
6242,1,0.067,0.41
6243,1,0.067,0.39
6244,1,0.067,0.38
6245,1,0.187,0.38
6246,1,0.394,0.43
6247,1,0.44,0.54
6248,0.85,0.393,0.65
6249,0.39,0.172,0.66
6250,0.25,0.119,0.67
6251,0.25,0.119,0.69
6252,0.25,0.119,0.7
6253,0.25,0.119,0.69
6254,0.25,0.119,0.66
6255,0.25,0.119,0.65
6256,0.25,0.206,0.68
6257,0.3,0.439,0.8
6258,0.52,0.616,1
6259,0.87,0.829,1
6260,0.87,0.986,0.93
6261,0.87,1,0.89
6262,1,0.692,0.85
6263,1,0.384,0.71
6264,1,0.16,0.58
6265,1,0.067,0.45
6266,1,0.067,0.41
6267,1,0.067,0.39
6268,1,0.067,0.38
6269,1,0.187,0.38
6270,1,0.394,0.43
6271,1,0.44,0.54
6272,0.85,0.393,0.65
6273,0.39,0.172,0.66
6274,0.25,0.119,0.67
6275,0.25,0.119,0.69
6276,0.25,0.119,0.7
6277,0.25,0.119,0.69
6278,0.25,0.119,0.66
6279,0.25,0.119,0.65
6280,0.25,0.206,0.68
6281,0.3,0.439,0.8
6282,0.52,0.616,1
6283,0.87,0.829,1
6284,0.87,0.986,0.93
6285,0.87,1,0.89
6286,1,0.692,0.85
6287,1,0.384,0.71
6288,1,0.16,0.58
6289,1,0.067,0.45
6290,1,0.067,0.41
6291,1,0.067,0.39
6292,1,0.067,0.38
6293,1,0.187,0.38
6294,1,0.394,0.43
6295,1,0.44,0.54
6296,0.85,0.393,0.65
6297,0.39,0.172,0.66
6298,0.25,0.119,0.67
6299,0.25,0.119,0.69
6300,0.25,0.119,0.7
6301,0.25,0.119,0.69
6302,0.25,0.119,0.66
6303,0.25,0.119,0.65
6304,0.25,0.206,0.68
6305,0.3,0.439,0.8
6306,0.52,0.616,1
6307,0.87,0.829,1
6308,0.87,0.986,0.93
6309,0.87,1,0.89
6310,1,0.692,0.85
6311,1,0.384,0.71
6312,1,0.16,0.58
6313,1,0.067,0.45
6314,1,0.067,0.41
6315,1,0.067,0.39
6316,1,0.067,0.38
6317,1,0.187,0.38
6318,1,0.394,0.43
6319,1,0.44,0.54
6320,0.85,0.393,0.65
6321,0.39,0.172,0.66
6322,0.25,0.119,0.67
6323,0.25,0.119,0.69
6324,0.25,0.119,0.7
6325,0.25,0.119,0.69
6326,0.25,0.119,0.66
6327,0.25,0.119,0.65
6328,0.25,0.206,0.68
6329,0.3,0.439,0.8
6330,0.52,0.616,1
6331,0.87,0.829,1
6332,0.87,0.986,0.93
6333,0.87,1,0.89
6334,1,0.692,0.85
6335,1,0.384,0.71
6336,1,0.16,0.58
6337,1,0.067,0.45
6338,1,0.067,0.41
6339,1,0.067,0.39
6340,1,0.067,0.38
6341,1,0.187,0.38
6342,1,0.394,0.43
6343,1,0.44,0.54
6344,0.85,0.393,0.65
6345,0.39,0.172,0.66
6346,0.25,0.119,0.67
6347,0.25,0.119,0.69
6348,0.25,0.119,0.7
6349,0.25,0.119,0.69
6350,0.25,0.119,0.66
6351,0.25,0.119,0.65
6352,0.25,0.206,0.68
6353,0.3,0.439,0.8
6354,0.52,0.616,1
6355,0.87,0.829,1
6356,0.87,0.986,0.93
6357,0.87,1,0.89
6358,1,0.692,0.85
6359,1,0.384,0.71
6360,1,0.16,0.58
6361,1,0.067,0.45
6362,1,0.067,0.41
6363,1,0.067,0.39
6364,1,0.067,0.38
6365,1,0.187,0.38
6366,1,0.394,0.43
6367,1,0.44,0.54
6368,0.85,0.393,0.65
6369,0.39,0.172,0.66
6370,0.25,0.119,0.67
6371,0.25,0.119,0.69
6372,0.25,0.119,0.7
6373,0.25,0.119,0.69
6374,0.25,0.119,0.66
6375,0.25,0.119,0.65
6376,0.25,0.206,0.68
6377,0.3,0.439,0.8
6378,0.52,0.616,1
6379,0.87,0.829,1
6380,0.87,0.986,0.93
6381,0.87,1,0.89
6382,1,0.692,0.85
6383,1,0.384,0.71
6384,1,0.16,0.58
6385,1,0.067,0.45
6386,1,0.067,0.41
6387,1,0.067,0.39
6388,1,0.067,0.38
6389,1,0.187,0.38
6390,1,0.394,0.43
6391,1,0.44,0.54
6392,0.85,0.393,0.65
6393,0.39,0.172,0.66
6394,0.25,0.119,0.67
6395,0.25,0.119,0.69
6396,0.25,0.119,0.7
6397,0.25,0.119,0.69
6398,0.25,0.119,0.66
6399,0.25,0.119,0.65
6400,0.25,0.206,0.68
6401,0.3,0.439,0.8
6402,0.52,0.616,1
6403,0.87,0.829,1
6404,0.87,0.986,0.93
6405,0.87,1,0.89
6406,1,0.692,0.85
6407,1,0.384,0.71
6408,1,0.16,0.58
6409,1,0.067,0.45
6410,1,0.067,0.41
6411,1,0.067,0.39
6412,1,0.067,0.38
6413,1,0.187,0.38
6414,1,0.394,0.43
6415,1,0.44,0.54
6416,0.85,0.393,0.65
6417,0.39,0.172,0.66
6418,0.25,0.119,0.67
6419,0.25,0.119,0.69
6420,0.25,0.119,0.7
6421,0.25,0.119,0.69
6422,0.25,0.119,0.66
6423,0.25,0.119,0.65
6424,0.25,0.206,0.68
6425,0.3,0.439,0.8
6426,0.52,0.616,1
6427,0.87,0.829,1
6428,0.87,0.986,0.93
6429,0.87,1,0.89
6430,1,0.692,0.85
6431,1,0.384,0.71
6432,1,0.16,0.58
6433,1,0.067,0.45
6434,1,0.067,0.41
6435,1,0.067,0.39
6436,1,0.067,0.38
6437,1,0.187,0.38
6438,1,0.394,0.43
6439,1,0.44,0.54
6440,0.85,0.393,0.65
6441,0.39,0.172,0.66
6442,0.25,0.119,0.67
6443,0.25,0.119,0.69
6444,0.25,0.119,0.7
6445,0.25,0.119,0.69
6446,0.25,0.119,0.66
6447,0.25,0.119,0.65
6448,0.25,0.206,0.68
6449,0.3,0.439,0.8
6450,0.52,0.616,1
6451,0.87,0.829,1
6452,0.87,0.986,0.93
6453,0.87,1,0.89
6454,1,0.692,0.85
6455,1,0.384,0.71
6456,1,0.16,0.58
6457,1,0.067,0.45
6458,1,0.067,0.41
6459,1,0.067,0.39
6460,1,0.067,0.38
6461,1,0.187,0.38
6462,1,0.394,0.43
6463,1,0.44,0.54
6464,0.85,0.393,0.65
6465,0.39,0.172,0.66
6466,0.25,0.119,0.67
6467,0.25,0.119,0.69
6468,0.25,0.119,0.7
6469,0.25,0.119,0.69
6470,0.25,0.119,0.66
6471,0.25,0.119,0.65
6472,0.25,0.206,0.68
6473,0.3,0.439,0.8
6474,0.52,0.616,1
6475,0.87,0.829,1
6476,0.87,0.986,0.93
6477,0.87,1,0.89
6478,1,0.692,0.85
6479,1,0.384,0.71
6480,1,0.16,0.58
6481,1,0.067,0.45
6482,1,0.067,0.41
6483,1,0.067,0.39
6484,1,0.067,0.38
6485,1,0.187,0.38
6486,1,0.394,0.43
6487,1,0.44,0.54
6488,0.85,0.393,0.65
6489,0.39,0.172,0.66
6490,0.25,0.119,0.67
6491,0.25,0.119,0.69
6492,0.25,0.119,0.7
6493,0.25,0.119,0.69
6494,0.25,0.119,0.66
6495,0.25,0.119,0.65
6496,0.25,0.206,0.68
6497,0.3,0.439,0.8
6498,0.52,0.616,1
6499,0.87,0.829,1
6500,0.87,0.986,0.93
6501,0.87,1,0.89
6502,1,0.692,0.85
6503,1,0.384,0.71
6504,1,0.16,0.58
6505,1,0.067,0.45
6506,1,0.067,0.41
6507,1,0.067,0.39
6508,1,0.067,0.38
6509,1,0.187,0.38
6510,1,0.394,0.43
6511,1,0.44,0.54
6512,0.85,0.393,0.65
6513,0.39,0.172,0.66
6514,0.25,0.119,0.67
6515,0.25,0.119,0.69
6516,0.25,0.119,0.7
6517,0.25,0.119,0.69
6518,0.25,0.119,0.66
6519,0.25,0.119,0.65
6520,0.25,0.206,0.68
6521,0.3,0.439,0.8
6522,0.52,0.616,1
6523,0.87,0.829,1
6524,0.87,0.986,0.93
6525,0.87,1,0.89
6526,1,0.692,0.85
6527,1,0.384,0.71
6528,1,0.16,0.58
6529,1,0.067,0.45
6530,1,0.067,0.41
6531,1,0.067,0.39
6532,1,0.067,0.38
6533,1,0.187,0.38
6534,1,0.394,0.43
6535,1,0.44,0.54
6536,0.85,0.393,0.65
6537,0.39,0.172,0.66
6538,0.25,0.119,0.67
6539,0.25,0.119,0.69
6540,0.25,0.119,0.7
6541,0.25,0.119,0.69
6542,0.25,0.119,0.66
6543,0.25,0.119,0.65
6544,0.25,0.206,0.68
6545,0.3,0.439,0.8
6546,0.52,0.616,1
6547,0.87,0.829,1
6548,0.87,0.986,0.93
6549,0.87,1,0.89
6550,1,0.692,0.85
6551,1,0.384,0.71
6552,1,0.16,0.58
6553,1,0.067,0.45
6554,1,0.067,0.41
6555,1,0.067,0.39
6556,1,0.067,0.38
6557,1,0.187,0.38
6558,1,0.394,0.43
6559,1,0.44,0.54
6560,0.85,0.393,0.65
6561,0.39,0.172,0.66
6562,0.25,0.119,0.67
6563,0.25,0.119,0.69
6564,0.25,0.119,0.7
6565,0.25,0.119,0.69
6566,0.25,0.119,0.66
6567,0.25,0.119,0.65
6568,0.25,0.206,0.68
6569,0.3,0.439,0.8
6570,0.52,0.616,1
6571,0.87,0.829,1
6572,0.87,0.986,0.93
6573,0.87,1,0.89
6574,1,0.692,0.85
6575,1,0.384,0.71
6576,1,0.16,0.58
6577,1,0.067,0.45
6578,1,0.067,0.41
6579,1,0.067,0.39
6580,1,0.067,0.38
6581,1,0.187,0.38
6582,1,0.394,0.43
6583,1,0.44,0.54
6584,0.85,0.393,0.65
6585,0.39,0.172,0.66
6586,0.25,0.119,0.67
6587,0.25,0.119,0.69
6588,0.25,0.119,0.7
6589,0.25,0.119,0.69
6590,0.25,0.119,0.66
6591,0.25,0.119,0.65
6592,0.25,0.206,0.68
6593,0.3,0.439,0.8
6594,0.52,0.616,1
6595,0.87,0.829,1
6596,0.87,0.986,0.93
6597,0.87,1,0.89
6598,1,0.692,0.85
6599,1,0.384,0.71
6600,1,0.16,0.58
6601,1,0.067,0.45
6602,1,0.067,0.41
6603,1,0.067,0.39
6604,1,0.067,0.38
6605,1,0.187,0.38
6606,1,0.394,0.43
6607,1,0.44,0.54
6608,0.85,0.393,0.65
6609,0.39,0.172,0.66
6610,0.25,0.119,0.67
6611,0.25,0.119,0.69
6612,0.25,0.119,0.7
6613,0.25,0.119,0.69
6614,0.25,0.119,0.66
6615,0.25,0.119,0.65
6616,0.25,0.206,0.68
6617,0.3,0.439,0.8
6618,0.52,0.616,1
6619,0.87,0.829,1
6620,0.87,0.986,0.93
6621,0.87,1,0.89
6622,1,0.692,0.85
6623,1,0.384,0.71
6624,1,0.16,0.58
6625,1,0.067,0.45
6626,1,0.067,0.41
6627,1,0.067,0.39
6628,1,0.067,0.38
6629,1,0.187,0.38
6630,1,0.394,0.43
6631,1,0.44,0.54
6632,0.85,0.393,0.65
6633,0.39,0.172,0.66
6634,0.25,0.119,0.67
6635,0.25,0.119,0.69
6636,0.25,0.119,0.7
6637,0.25,0.119,0.69
6638,0.25,0.119,0.66
6639,0.25,0.119,0.65
6640,0.25,0.206,0.68
6641,0.3,0.439,0.8
6642,0.52,0.616,1
6643,0.87,0.829,1
6644,0.87,0.986,0.93
6645,0.87,1,0.89
6646,1,0.692,0.85
6647,1,0.384,0.71
6648,1,0.16,0.58
6649,1,0.067,0.45
6650,1,0.067,0.41
6651,1,0.067,0.39
6652,1,0.067,0.38
6653,1,0.187,0.38
6654,1,0.394,0.43
6655,1,0.44,0.54
6656,0.85,0.393,0.65
6657,0.39,0.172,0.66
6658,0.25,0.119,0.67
6659,0.25,0.119,0.69
6660,0.25,0.119,0.7
6661,0.25,0.119,0.69
6662,0.25,0.119,0.66
6663,0.25,0.119,0.65
6664,0.25,0.206,0.68
6665,0.3,0.439,0.8
6666,0.52,0.616,1
6667,0.87,0.829,1
6668,0.87,0.986,0.93
6669,0.87,1,0.89
6670,1,0.692,0.85
6671,1,0.384,0.71
6672,1,0.16,0.58
6673,1,0.067,0.45
6674,1,0.067,0.41
6675,1,0.067,0.39
6676,1,0.067,0.38
6677,1,0.187,0.38
6678,1,0.394,0.43
6679,1,0.44,0.54
6680,0.85,0.393,0.65
6681,0.39,0.172,0.66
6682,0.25,0.119,0.67
6683,0.25,0.119,0.69
6684,0.25,0.119,0.7
6685,0.25,0.119,0.69
6686,0.25,0.119,0.66
6687,0.25,0.119,0.65
6688,0.25,0.206,0.68
6689,0.3,0.439,0.8
6690,0.52,0.616,1
6691,0.87,0.829,1
6692,0.87,0.986,0.93
6693,0.87,1,0.89
6694,1,0.692,0.85
6695,1,0.384,0.71
6696,1,0.16,0.58
6697,1,0.067,0.45
6698,1,0.067,0.41
6699,1,0.067,0.39
6700,1,0.067,0.38
6701,1,0.187,0.38
6702,1,0.394,0.43
6703,1,0.44,0.54
6704,0.85,0.393,0.65
6705,0.39,0.172,0.66
6706,0.25,0.119,0.67
6707,0.25,0.119,0.69
6708,0.25,0.119,0.7
6709,0.25,0.119,0.69
6710,0.25,0.119,0.66
6711,0.25,0.119,0.65
6712,0.25,0.206,0.68
6713,0.3,0.439,0.8
6714,0.52,0.616,1
6715,0.87,0.829,1
6716,0.87,0.986,0.93
6717,0.87,1,0.89
6718,1,0.692,0.85
6719,1,0.384,0.71
6720,1,0.16,0.58
6721,1,0.067,0.45
6722,1,0.067,0.41
6723,1,0.067,0.39
6724,1,0.067,0.38
6725,1,0.187,0.38
6726,1,0.394,0.43
6727,1,0.44,0.54
6728,0.85,0.393,0.65
6729,0.39,0.172,0.66
6730,0.25,0.119,0.67
6731,0.25,0.119,0.69
6732,0.25,0.119,0.7
6733,0.25,0.119,0.69
6734,0.25,0.119,0.66
6735,0.25,0.119,0.65
6736,0.25,0.206,0.68
6737,0.3,0.439,0.8
6738,0.52,0.616,1
6739,0.87,0.829,1
6740,0.87,0.986,0.93
6741,0.87,1,0.89
6742,1,0.692,0.85
6743,1,0.384,0.71
6744,1,0.16,0.58
6745,1,0.067,0.45
6746,1,0.067,0.41
6747,1,0.067,0.39
6748,1,0.067,0.38
6749,1,0.187,0.38
6750,1,0.394,0.43
6751,1,0.44,0.54
6752,0.85,0.393,0.65
6753,0.39,0.172,0.66
6754,0.25,0.119,0.67
6755,0.25,0.119,0.69
6756,0.25,0.119,0.7
6757,0.25,0.119,0.69
6758,0.25,0.119,0.66
6759,0.25,0.119,0.65
6760,0.25,0.206,0.68
6761,0.3,0.439,0.8
6762,0.52,0.616,1
6763,0.87,0.829,1
6764,0.87,0.986,0.93
6765,0.87,1,0.89
6766,1,0.692,0.85
6767,1,0.384,0.71
6768,1,0.16,0.58
6769,1,0.067,0.45
6770,1,0.067,0.41
6771,1,0.067,0.39
6772,1,0.067,0.38
6773,1,0.187,0.38
6774,1,0.394,0.43
6775,1,0.44,0.54
6776,0.85,0.393,0.65
6777,0.39,0.172,0.66
6778,0.25,0.119,0.67
6779,0.25,0.119,0.69
6780,0.25,0.119,0.7
6781,0.25,0.119,0.69
6782,0.25,0.119,0.66
6783,0.25,0.119,0.65
6784,0.25,0.206,0.68
6785,0.3,0.439,0.8
6786,0.52,0.616,1
6787,0.87,0.829,1
6788,0.87,0.986,0.93
6789,0.87,1,0.89
6790,1,0.692,0.85
6791,1,0.384,0.71
6792,1,0.16,0.58
6793,1,0.067,0.45
6794,1,0.067,0.41
6795,1,0.067,0.39
6796,1,0.067,0.38
6797,1,0.187,0.38
6798,1,0.394,0.43
6799,1,0.44,0.54
6800,0.85,0.393,0.65
6801,0.39,0.172,0.66
6802,0.25,0.119,0.67
6803,0.25,0.119,0.69
6804,0.25,0.119,0.7
6805,0.25,0.119,0.69
6806,0.25,0.119,0.66
6807,0.25,0.119,0.65
6808,0.25,0.206,0.68
6809,0.3,0.439,0.8
6810,0.52,0.616,1
6811,0.87,0.829,1
6812,0.87,0.986,0.93
6813,0.87,1,0.89
6814,1,0.692,0.85
6815,1,0.384,0.71
6816,1,0.16,0.58
6817,1,0.067,0.45
6818,1,0.067,0.41
6819,1,0.067,0.39
6820,1,0.067,0.38
6821,1,0.187,0.38
6822,1,0.394,0.43
6823,1,0.44,0.54
6824,0.85,0.393,0.65
6825,0.39,0.172,0.66
6826,0.25,0.119,0.67
6827,0.25,0.119,0.69
6828,0.25,0.119,0.7
6829,0.25,0.119,0.69
6830,0.25,0.119,0.66
6831,0.25,0.119,0.65
6832,0.25,0.206,0.68
6833,0.3,0.439,0.8
6834,0.52,0.616,1
6835,0.87,0.829,1
6836,0.87,0.986,0.93
6837,0.87,1,0.89
6838,1,0.692,0.85
6839,1,0.384,0.71
6840,1,0.16,0.58
6841,1,0.067,0.45
6842,1,0.067,0.41
6843,1,0.067,0.39
6844,1,0.067,0.38
6845,1,0.187,0.38
6846,1,0.394,0.43
6847,1,0.44,0.54
6848,0.85,0.393,0.65
6849,0.39,0.172,0.66
6850,0.25,0.119,0.67
6851,0.25,0.119,0.69
6852,0.25,0.119,0.7
6853,0.25,0.119,0.69
6854,0.25,0.119,0.66
6855,0.25,0.119,0.65
6856,0.25,0.206,0.68
6857,0.3,0.439,0.8
6858,0.52,0.616,1
6859,0.87,0.829,1
6860,0.87,0.986,0.93
6861,0.87,1,0.89
6862,1,0.692,0.85
6863,1,0.384,0.71
6864,1,0.16,0.58
6865,1,0.067,0.45
6866,1,0.067,0.41
6867,1,0.067,0.39
6868,1,0.067,0.38
6869,1,0.187,0.38
6870,1,0.394,0.43
6871,1,0.44,0.54
6872,0.85,0.393,0.65
6873,0.39,0.172,0.66
6874,0.25,0.119,0.67
6875,0.25,0.119,0.69
6876,0.25,0.119,0.7
6877,0.25,0.119,0.69
6878,0.25,0.119,0.66
6879,0.25,0.119,0.65
6880,0.25,0.206,0.68
6881,0.3,0.439,0.8
6882,0.52,0.616,1
6883,0.87,0.829,1
6884,0.87,0.986,0.93
6885,0.87,1,0.89
6886,1,0.692,0.85
6887,1,0.384,0.71
6888,1,0.16,0.58
6889,1,0.067,0.45
6890,1,0.067,0.41
6891,1,0.067,0.39
6892,1,0.067,0.38
6893,1,0.187,0.38
6894,1,0.394,0.43
6895,1,0.44,0.54
6896,0.85,0.393,0.65
6897,0.39,0.172,0.66
6898,0.25,0.119,0.67
6899,0.25,0.119,0.69
6900,0.25,0.119,0.7
6901,0.25,0.119,0.69
6902,0.25,0.119,0.66
6903,0.25,0.119,0.65
6904,0.25,0.206,0.68
6905,0.3,0.439,0.8
6906,0.52,0.616,1
6907,0.87,0.829,1
6908,0.87,0.986,0.93
6909,0.87,1,0.89
6910,1,0.692,0.85
6911,1,0.384,0.71
6912,1,0.16,0.58
6913,1,0.067,0.45
6914,1,0.067,0.41
6915,1,0.067,0.39
6916,1,0.067,0.38
6917,1,0.187,0.38
6918,1,0.394,0.43
6919,1,0.44,0.54
6920,0.85,0.393,0.65
6921,0.39,0.172,0.66
6922,0.25,0.119,0.67
6923,0.25,0.119,0.69
6924,0.25,0.119,0.7
6925,0.25,0.119,0.69
6926,0.25,0.119,0.66
6927,0.25,0.119,0.65
6928,0.25,0.206,0.68
6929,0.3,0.439,0.8
6930,0.52,0.616,1
6931,0.87,0.829,1
6932,0.87,0.986,0.93
6933,0.87,1,0.89
6934,1,0.692,0.85
6935,1,0.384,0.71
6936,1,0.16,0.58
6937,1,0.067,0.45
6938,1,0.067,0.41
6939,1,0.067,0.39
6940,1,0.067,0.38
6941,1,0.187,0.38
6942,1,0.394,0.43
6943,1,0.44,0.54
6944,0.85,0.393,0.65
6945,0.39,0.172,0.66
6946,0.25,0.119,0.67
6947,0.25,0.119,0.69
6948,0.25,0.119,0.7
6949,0.25,0.119,0.69
6950,0.25,0.119,0.66
6951,0.25,0.119,0.65
6952,0.25,0.206,0.68
6953,0.3,0.439,0.8
6954,0.52,0.616,1
6955,0.87,0.829,1
6956,0.87,0.986,0.93
6957,0.87,1,0.89
6958,1,0.692,0.85
6959,1,0.384,0.71
6960,1,0.16,0.58
6961,1,0.067,0.45
6962,1,0.067,0.41
6963,1,0.067,0.39
6964,1,0.067,0.38
6965,1,0.187,0.38
6966,1,0.394,0.43
6967,1,0.44,0.54
6968,0.85,0.393,0.65
6969,0.39,0.172,0.66
6970,0.25,0.119,0.67
6971,0.25,0.119,0.69
6972,0.25,0.119,0.7
6973,0.25,0.119,0.69
6974,0.25,0.119,0.66
6975,0.25,0.119,0.65
6976,0.25,0.206,0.68
6977,0.3,0.439,0.8
6978,0.52,0.616,1
6979,0.87,0.829,1
6980,0.87,0.986,0.93
6981,0.87,1,0.89
6982,1,0.692,0.85
6983,1,0.384,0.71
6984,1,0.16,0.58
6985,1,0.067,0.45
6986,1,0.067,0.41
6987,1,0.067,0.39
6988,1,0.067,0.38
6989,1,0.187,0.38
6990,1,0.394,0.43
6991,1,0.44,0.54
6992,0.85,0.393,0.65
6993,0.39,0.172,0.66
6994,0.25,0.119,0.67
6995,0.25,0.119,0.69
6996,0.25,0.119,0.7
6997,0.25,0.119,0.69
6998,0.25,0.119,0.66
6999,0.25,0.119,0.65
7000,0.25,0.206,0.68
7001,0.3,0.439,0.8
7002,0.52,0.616,1
7003,0.87,0.829,1
7004,0.87,0.986,0.93
7005,0.87,1,0.89
7006,1,0.692,0.85
7007,1,0.384,0.71
7008,1,0.16,0.58
7009,1,0.067,0.45
7010,1,0.067,0.41
7011,1,0.067,0.39
7012,1,0.067,0.38
7013,1,0.187,0.38
7014,1,0.394,0.43
7015,1,0.44,0.54
7016,0.85,0.393,0.65
7017,0.39,0.172,0.66
7018,0.25,0.119,0.67
7019,0.25,0.119,0.69
7020,0.25,0.119,0.7
7021,0.25,0.119,0.69
7022,0.25,0.119,0.66
7023,0.25,0.119,0.65
7024,0.25,0.206,0.68
7025,0.3,0.439,0.8
7026,0.52,0.616,1
7027,0.87,0.829,1
7028,0.87,0.986,0.93
7029,0.87,1,0.89
7030,1,0.692,0.85
7031,1,0.384,0.71
7032,1,0.16,0.58
7033,1,0.067,0.45
7034,1,0.067,0.41
7035,1,0.067,0.39
7036,1,0.067,0.38
7037,1,0.187,0.38
7038,1,0.394,0.43
7039,1,0.44,0.54
7040,0.85,0.393,0.65
7041,0.39,0.172,0.66
7042,0.25,0.119,0.67
7043,0.25,0.119,0.69
7044,0.25,0.119,0.7
7045,0.25,0.119,0.69
7046,0.25,0.119,0.66
7047,0.25,0.119,0.65
7048,0.25,0.206,0.68
7049,0.3,0.439,0.8
7050,0.52,0.616,1
7051,0.87,0.829,1
7052,0.87,0.986,0.93
7053,0.87,1,0.89
7054,1,0.692,0.85
7055,1,0.384,0.71
7056,1,0.16,0.58
7057,1,0.067,0.45
7058,1,0.067,0.41
7059,1,0.067,0.39
7060,1,0.067,0.38
7061,1,0.187,0.38
7062,1,0.394,0.43
7063,1,0.44,0.54
7064,0.85,0.393,0.65
7065,0.39,0.172,0.66
7066,0.25,0.119,0.67
7067,0.25,0.119,0.69
7068,0.25,0.119,0.7
7069,0.25,0.119,0.69
7070,0.25,0.119,0.66
7071,0.25,0.119,0.65
7072,0.25,0.206,0.68
7073,0.3,0.439,0.8
7074,0.52,0.616,1
